"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2026,"Rutgers",51.5789473684211,202,17.3712424509737,182,34.1968911917098,288,24.6616541353383,14
2026,"SIUE",47.9206049149338,74,17.0289410127308,203,32.7327327327327,251,33.4593572778828,138
2026,"SMU",48.2930298719772,84,18.9718574108818,98,31.25,195,33.4281650071124,135
2026,"Sacramento St.",54.4392523364486,286,17.2328414380509,191,34.5679012345679,301,37.6168224299065,227
2026,"Sacred Heart",55.037037037037,299,17.985840933733,148,34.1085271317829,282,31.7037037037037,97
2026,"Saint Francis",62.684124386252,365,18.264526650073,134,34.5161290322581,299,32.8968903436989,126
2026,"Saint Joseph's",48.1451612903226,81,16.1178169629326,255,32.2997416020672,237,32.9032258064516,127
2026,"Saint Louis",42.0353982300885,4,17.3081578310336,186,24.7311827956989,13,37.3156342182891,216
2026,"Saint Mary's",45.4751131221719,28,16.2754924825088,251,26.378896882494,39,26.8476621417798,29
2026,"Saint Peter's",52.4390243902439,234,22.7282153373979,11,36.9337979094077,333,54.5454545454545,360
2026,"Sam Houston St.",51.3742071881607,188,18.499090033187,121,34.006734006734,278,47.7801268498943,346
2026,"Samford",53.3576642335766,266,14.550095724314,322,29.5739348370927,131,30.8029197080292,78
2026,"San Diego",55.1971326164875,302,20.9696662930692,29,38.3870967741936,349,41.2186379928315,294
2026,"San Diego St.",51.1494252873563,177,21.4258188824663,22,32.1875,232,35.823754789272,183
2026,"San Francisco",47.5150602409639,67,13.7643880869221,348,33.0935251798561,261,33.8855421686747,144
2026,"San Jose St.",55.2264808362369,303,19.7571516772999,72,38.5579937304075,351,29.7909407665505,67
2026,"Santa Clara",49.7466216216216,129,20.5017710526745,42,32.0113314447592,223,42.5675675675676,308
2026,"Seattle",47.7391304347826,71,21.9439645191743,16,33.6206896551724,272,33.7391304347826,142
2026,"Seton Hall",45.4397394136808,27,23.7121200426077,6,30.5825242718447,163,43.485342019544,318
2026,"Siena",48.9891135303266,103,20.2686552894498,51,26.9922879177378,54,28.6158631415241,55
2026,"South Alabama",50,136,19.1352590402472,91,32.7058823529412,249,19.1919191919192,1
2026,"South Carolina",46.2848297213622,43,14.1474677015277,334,26.6497461928934,47,36.2229102167183,189
